"ID","INCOME_RANGE_CODE","EMPLOYMENT_LVL_CODE","ENGLISH_LANGUAGE_NATIVE","HIGHEST_ED_LVL_CODE_MOTHER","HIGHEST_ED_LVL_CODE_FATHER"
4047,NA,NA,"Y",NA,NA
4533,"05-LT70K","3","N","02-HS_GRAD","02-HS_GRAD"
905,"04-LT55K","3","Y","03-SOMECOL","03-SOMECOL"
4963,"02-LT35K","3","Y","03-SOMECOL","03-SOMECOL"
5302,"04-LT55K","3","Y","05-BACC","05-BACC"
2002,"03-LT45K","3","Y","02-HS_GRAD","04-ASSOC"
2231,"01-LT25K","1","Y","05-BACC","05-BACC"
9257,"05-LT70K","3","N","00-UNKNOWN","00-UNKNOWN"
3217,"01-LT25K","3","Y","04-ASSOC","02-HS_GRAD"
1723,"03-LT45K","2","Y","01-HS_DNF","01-HS_DNF"
1078,"08-LT120K",NA,"Y","06-MASTER","03-SOMECOL"
7866,"01-LT25K","2","N","00-UNKNOWN","00-UNKNOWN"
8779,"04-LT55K","3","Y","02-HS_GRAD","02-HS_GRAD"
6302,"02-LT35K","3","N","00-UNKNOWN","00-UNKNOWN"
5488,"04-LT55K","3","Y","04-ASSOC","03-SOMECOL"
513,"09-GE120K","3","Y","02-HS_GRAD","02-HS_GRAD"
521,"02-LT35K","3","Y","01-HS_DNF","05-BACC"
1903,"02-LT35K","3","Y","04-ASSOC","02-HS_GRAD"
5135,"02-LT35K","3","Y","03-SOMECOL","02-HS_GRAD"
1870,"03-LT45K","3","Y","06-MASTER","02-HS_GRAD"
8558,"04-LT55K",NA,"Y","02-HS_GRAD","02-HS_GRAD"
8253,"03-LT45K","3","Y","00-UNKNOWN","02-HS_GRAD"
1669,"03-LT45K","3","Y","05-BACC","03-SOMECOL"
1368,"01-LT25K","2","Y","02-HS_GRAD","02-HS_GRAD"
7512,NA,"2","Y","06-MASTER","00-UNKNOWN"
6532,"06-LT85K","3","Y","05-BACC","02-HS_GRAD"
553,"03-LT45K",NA,"Y","02-HS_GRAD","03-SOMECOL"
7818,"09-GE120K","1","Y","06-MASTER","02-HS_GRAD"
7527,"06-LT85K","1","Y","05-BACC","07-DOCTOR"
2469,"07-LT100K","3","Y","00-UNKNOWN","00-UNKNOWN"
808,"03-LT45K","3","Y","02-HS_GRAD","06-MASTER"
5243,"04-LT55K","3","Y","00-UNKNOWN","04-ASSOC"
344,"06-LT85K","3","Y","02-HS_GRAD","02-HS_GRAD"
4155,NA,NA,"Y",NA,NA
7959,"09-GE120K",NA,NA,"04-ASSOC","04-ASSOC"
3677,"06-LT85K",NA,"Y","02-HS_GRAD","02-HS_GRAD"
7835,"05-LT70K","3","Y","05-BACC","04-ASSOC"
6841,"04-LT55K","3","Y","03-SOMECOL","05-BACC"
6534,"01-LT25K","1","Y","05-BACC","02-HS_GRAD"
441,"03-LT45K","3","Y","06-MASTER","04-ASSOC"
1722,"04-LT55K","3","Y","03-SOMECOL","02-HS_GRAD"
6259,"07-LT100K","3","Y","03-SOMECOL","03-SOMECOL"
1689,"02-LT35K","4","Y","02-HS_GRAD",NA
9879,"05-LT70K","3","Y","01-HS_DNF","03-SOMECOL"
2033,"08-LT120K","3","N","00-UNKNOWN","00-UNKNOWN"
620,"07-LT100K","3","Y","05-BACC","02-HS_GRAD"
5587,"02-LT35K","3","Y","04-ASSOC","03-SOMECOL"
9470,"02-LT35K","3","Y","06-MASTER","05-BACC"
9000,"04-LT55K","3","Y","03-SOMECOL","04-ASSOC"
4893,"02-LT35K","1","Y","04-ASSOC","03-SOMECOL"
2822,"01-LT25K","3","Y","01-HS_DNF","01-HS_DNF"
2081,"08-LT120K","3","Y","05-BACC","02-HS_GRAD"
2683,"01-LT25K","1","N","03-SOMECOL","04-ASSOC"
6378,"08-LT120K","1","Y","05-BACC","02-HS_GRAD"
1007,"02-LT35K","1","Y","02-HS_GRAD","02-HS_GRAD"
4308,"07-LT100K","3","Y","05-BACC","05-BACC"
9957,"09-GE120K","3","Y","04-ASSOC","03-SOMECOL"
2772,"01-LT25K","3","Y","03-SOMECOL","04-ASSOC"
5073,"05-LT70K","3","Y","02-HS_GRAD","03-SOMECOL"
2430,"05-LT70K","3","Y","05-BACC","02-HS_GRAD"
82,NA,NA,"Y","02-HS_GRAD","02-HS_GRAD"
837,"04-LT55K","1","Y","02-HS_GRAD","02-HS_GRAD"
5719,"02-LT35K","3","Y","01-HS_DNF","02-HS_GRAD"
5706,"05-LT70K","3","Y","04-ASSOC","03-SOMECOL"
739,"05-LT70K",NA,"Y","05-BACC","04-ASSOC"
4741,"06-LT85K","3","Y","03-SOMECOL","04-ASSOC"
3982,"02-LT35K","3","N","01-HS_DNF","02-HS_GRAD"
4524,"04-LT55K","3","Y","02-HS_GRAD","02-HS_GRAD"
8972,"05-LT70K","3","Y","03-SOMECOL","06-MASTER"
3651,"08-LT120K","3","Y","03-SOMECOL","03-SOMECOL"
440,"03-LT45K","3","Y","01-HS_DNF","01-HS_DNF"
4982,"01-LT25K","2","Y","03-SOMECOL","03-SOMECOL"
3869,"02-LT35K","2","Y","00-UNKNOWN","02-HS_GRAD"
131,"03-LT45K","3","Y","05-BACC","03-SOMECOL"
864,"08-LT120K","3","Y","03-SOMECOL","05-BACC"
269,"07-LT100K","3","Y","05-BACC","06-MASTER"
3025,"01-LT25K","3","Y","02-HS_GRAD","02-HS_GRAD"
4442,"01-LT25K","3","Y","01-HS_DNF","01-HS_DNF"
8832,"05-LT70K","1","Y","03-SOMECOL","03-SOMECOL"
6446,"04-LT55K","3","Y","00-UNKNOWN","00-UNKNOWN"
6498,"01-LT25K","2","Y","02-HS_GRAD","03-SOMECOL"
4859,"05-LT70K","3","N","00-UNKNOWN","00-UNKNOWN"
6972,"01-LT25K","2","Y","02-HS_GRAD","05-BACC"
5492,NA,NA,"Y",NA,NA
6511,"06-LT85K","1","Y","05-BACC","00-UNKNOWN"
9269,"07-LT100K","1","Y","05-BACC","03-SOMECOL"
8818,"01-LT25K","1","Y","06-MASTER","02-HS_GRAD"
160,"02-LT35K","1","N","02-HS_GRAD","02-HS_GRAD"
4454,"03-LT45K","3","Y","02-HS_GRAD","02-HS_GRAD"
6241,"03-LT45K","3","Y","01-HS_DNF","02-HS_GRAD"
1317,"02-LT35K","1","Y","00-UNKNOWN","02-HS_GRAD"
8313,"02-LT35K","1","Y","02-HS_GRAD","04-ASSOC"
5984,"03-LT45K",NA,"Y","04-ASSOC","04-ASSOC"
7571,NA,NA,"Y",NA,NA
3211,"02-LT35K","2","Y","01-HS_DNF","04-ASSOC"
8043,"06-LT85K","1","Y","04-ASSOC","04-ASSOC"
1425,"02-LT35K","3","Y","02-HS_GRAD","05-BACC"
9512,"02-LT35K","3","Y","05-BACC","03-SOMECOL"
5077,"01-LT25K","1","Y","05-BACC","07-DOCTOR"
1095,NA,NA,"Y",NA,NA
7590,"05-LT70K","2","Y","05-BACC","05-BACC"
4862,"08-LT120K","3","Y","04-ASSOC","04-ASSOC"
906,"02-LT35K","1","Y","06-MASTER","06-MASTER"
134,"05-LT70K","3","Y","03-SOMECOL","05-BACC"
6898,"02-LT35K","1","Y","02-HS_GRAD","02-HS_GRAD"
5256,"01-LT25K","1","N","02-HS_GRAD","02-HS_GRAD"
4826,"06-LT85K","2","Y","02-HS_GRAD","02-HS_GRAD"
2462,"08-LT120K","3","Y","03-SOMECOL","03-SOMECOL"
4979,"02-LT35K","1","Y","02-HS_GRAD","04-ASSOC"
896,"01-LT25K","3","Y","06-MASTER","05-BACC"
5361,"05-LT70K",NA,"Y","04-ASSOC","04-ASSOC"
9662,"03-LT45K","3","Y","05-BACC","05-BACC"
501,"02-LT35K","3","Y","05-BACC","02-HS_GRAD"
6192,"05-LT70K","1","Y","06-MASTER","03-SOMECOL"
7983,"01-LT25K","1","Y","03-SOMECOL","07-DOCTOR"
3484,"04-LT55K","3","Y","02-HS_GRAD","02-HS_GRAD"
1108,"07-LT100K","3","Y","05-BACC","06-MASTER"
5927,"03-LT45K","3","Y","02-HS_GRAD","02-HS_GRAD"
5174,"05-LT70K","3","Y","02-HS_GRAD","02-HS_GRAD"
9843,"09-GE120K","3","Y","02-HS_GRAD","02-HS_GRAD"
7829,"06-LT85K","3","Y","02-HS_GRAD","02-HS_GRAD"
8563,"02-LT35K","2","Y","02-HS_GRAD","02-HS_GRAD"
6158,"03-LT45K","3","N","02-HS_GRAD","00-UNKNOWN"
522,"05-LT70K","1","Y","05-BACC","03-SOMECOL"
6768,"08-LT120K","3","Y","02-HS_GRAD","04-ASSOC"
2817,"06-LT85K",NA,"Y","04-ASSOC","05-BACC"
1769,"02-LT35K","3","N","00-UNKNOWN","00-UNKNOWN"
7868,"01-LT25K","3","Y","01-HS_DNF","01-HS_DNF"
9903,"03-LT45K","3","Y","06-MASTER","06-MASTER"
3095,"04-LT55K","3","Y","03-SOMECOL","02-HS_GRAD"
7669,"01-LT25K","1","Y","04-ASSOC","03-SOMECOL"
5232,"06-LT85K","1","Y","05-BACC","02-HS_GRAD"
5324,"09-GE120K","3","Y","05-BACC","03-SOMECOL"
1102,"05-LT70K","3","Y","02-HS_GRAD","02-HS_GRAD"
9923,"03-LT45K","4","Y","02-HS_GRAD","02-HS_GRAD"
7765,"01-LT25K","2","Y","02-HS_GRAD","02-HS_GRAD"
2796,"08-LT120K","3","Y","02-HS_GRAD","04-ASSOC"
3222,"03-LT45K","3","Y","02-HS_GRAD","02-HS_GRAD"
9757,"09-GE120K","3","Y","02-HS_GRAD","02-HS_GRAD"
9085,NA,NA,"Y",NA,NA
6179,"04-LT55K","3","Y","03-SOMECOL","01-HS_DNF"
7152,NA,NA,"N",NA,NA
8124,NA,NA,"N",NA,NA
4253,"02-LT35K","1","Y","02-HS_GRAD","02-HS_GRAD"
541,"01-LT25K","1","Y","02-HS_GRAD","07-DOCTOR"
5836,"08-LT120K","3","Y","06-MASTER","02-HS_GRAD"
512,NA,"3","Y","02-HS_GRAD","02-HS_GRAD"
3003,"06-LT85K","3","Y","02-HS_GRAD","00-UNKNOWN"
4037,"01-LT25K","2","Y","05-BACC","05-BACC"
6539,"07-LT100K",NA,"Y","02-HS_GRAD","02-HS_GRAD"
4317,"07-LT100K","2","Y","05-BACC","01-HS_DNF"
9381,"06-LT85K","1","Y","02-HS_GRAD","02-HS_GRAD"
6409,NA,NA,"Y",NA,NA
8455,"02-LT35K","3","N","00-UNKNOWN","00-UNKNOWN"
5400,"01-LT25K","3","Y","02-HS_GRAD","01-HS_DNF"
2145,"03-LT45K","3","Y","04-ASSOC","03-SOMECOL"
196,"01-LT25K","3","N","05-BACC","05-BACC"
7342,"01-LT25K","3","N","05-BACC","05-BACC"
4534,"02-LT35K",NA,"N","00-UNKNOWN","00-UNKNOWN"
4300,"01-LT25K","3","Y","04-ASSOC","02-HS_GRAD"
3096,"05-LT70K","3","Y","02-HS_GRAD","03-SOMECOL"
6151,"03-LT45K","3","Y","03-SOMECOL","04-ASSOC"
7668,"03-LT45K","4","Y","04-ASSOC","05-BACC"
9446,"08-LT120K","3","Y","02-HS_GRAD","02-HS_GRAD"
1187,"06-LT85K","3","Y","00-UNKNOWN","00-UNKNOWN"
792,"02-LT35K","3","Y","04-ASSOC","02-HS_GRAD"
4116,"05-LT70K","3","Y","04-ASSOC","00-UNKNOWN"
9696,"04-LT55K","3","Y","00-UNKNOWN","00-UNKNOWN"
8036,"02-LT35K",NA,"Y",NA,NA
2118,"05-LT70K","3","N","02-HS_GRAD","02-HS_GRAD"
4923,"09-GE120K","3","Y","05-BACC","05-BACC"
5467,"04-LT55K","3","Y","01-HS_DNF","00-UNKNOWN"
5040,"01-LT25K",NA,"Y","01-HS_DNF","01-HS_DNF"
9407,"06-LT85K","1","Y","00-UNKNOWN","00-UNKNOWN"
4884,"05-LT70K","3","Y","02-HS_GRAD","01-HS_DNF"
7359,"05-LT70K","3","Y","00-UNKNOWN","00-UNKNOWN"
5161,NA,NA,"Y",NA,NA
1493,"02-LT35K","1","Y","05-BACC","00-UNKNOWN"
2944,"05-LT70K","3","Y","00-UNKNOWN","00-UNKNOWN"
1709,"02-LT35K","3","Y","05-BACC","02-HS_GRAD"
7330,"06-LT85K",NA,"Y","02-HS_GRAD","02-HS_GRAD"
2762,"01-LT25K","2","Y","03-SOMECOL","05-BACC"
1964,"01-LT25K",NA,"Y","02-HS_GRAD","02-HS_GRAD"
4916,"08-LT120K","3","Y","02-HS_GRAD","02-HS_GRAD"
6001,"02-LT35K","2","Y","02-HS_GRAD","02-HS_GRAD"
8916,"06-LT85K","3","Y","05-BACC","01-HS_DNF"
8494,"04-LT55K","3","Y","00-UNKNOWN","00-UNKNOWN"
7295,"08-LT120K","3","Y","05-BACC","03-SOMECOL"
6344,"08-LT120K","3","Y","03-SOMECOL","06-MASTER"
1171,"08-LT120K","3","Y","05-BACC","00-UNKNOWN"
2719,"02-LT35K","3","Y","00-UNKNOWN","01-HS_DNF"
4032,"03-LT45K","3","N","00-UNKNOWN","00-UNKNOWN"
1900,"05-LT70K",NA,"Y","04-ASSOC","04-ASSOC"
324,"09-GE120K","1","Y","02-HS_GRAD","02-HS_GRAD"
991,"03-LT45K","1","Y","02-HS_GRAD","02-HS_GRAD"
5624,"04-LT55K","3","Y","03-SOMECOL","03-SOMECOL"
9756,"04-LT55K","3","Y","04-ASSOC","06-MASTER"
623,"01-LT25K",NA,"Y","02-HS_GRAD","02-HS_GRAD"
6287,"02-LT35K","1","Y","00-UNKNOWN","00-UNKNOWN"
442,"03-LT45K","3","Y","03-SOMECOL","02-HS_GRAD"
7984,NA,NA,"Y","02-HS_GRAD","02-HS_GRAD"
2008,"06-LT85K",NA,"Y","02-HS_GRAD","02-HS_GRAD"
5380,"07-LT100K","2","Y","02-HS_GRAD","02-HS_GRAD"
6589,"04-LT55K","3","Y","03-SOMECOL","05-BACC"
4169,"01-LT25K","3","Y","03-SOMECOL","00-UNKNOWN"
5106,"07-LT100K","3","Y","02-HS_GRAD","02-HS_GRAD"
8231,"09-GE120K","1","Y","06-MASTER","06-MASTER"
9412,"04-LT55K","3","Y","00-UNKNOWN","00-UNKNOWN"
6283,"02-LT35K","3","Y","00-UNKNOWN","00-UNKNOWN"
4557,"03-LT45K","3","Y","04-ASSOC","02-HS_GRAD"
5020,"06-LT85K","3","Y","06-MASTER","05-BACC"
7429,"06-LT85K","3","Y","02-HS_GRAD","05-BACC"
9073,"02-LT35K","3","Y","03-SOMECOL","02-HS_GRAD"
1783,NA,"3","Y","02-HS_GRAD","02-HS_GRAD"
8911,"07-LT100K","2","Y","07-DOCTOR","06-MASTER"
8691,"03-LT45K","3","Y","03-SOMECOL","03-SOMECOL"
1755,"07-LT100K","3","N","07-DOCTOR","06-MASTER"
7395,"04-LT55K","3","Y","02-HS_GRAD","00-UNKNOWN"
9902,"06-LT85K","3","Y","02-HS_GRAD","02-HS_GRAD"
3583,"08-LT120K","3","Y","02-HS_GRAD","02-HS_GRAD"
4797,"03-LT45K","3","Y","03-SOMECOL","03-SOMECOL"
7493,"05-LT70K","1","Y","01-HS_DNF","03-SOMECOL"
3435,"06-LT85K",NA,"Y","06-MASTER","06-MASTER"
3556,"02-LT35K","3","Y","03-SOMECOL","03-SOMECOL"
2188,"06-LT85K","1","Y","03-SOMECOL","03-SOMECOL"
6867,"05-LT70K","3","Y","05-BACC","04-ASSOC"
5311,NA,NA,"Y","02-HS_GRAD","02-HS_GRAD"
4175,"03-LT45K","3","Y","05-BACC","03-SOMECOL"
1287,"05-LT70K","3","Y","02-HS_GRAD","02-HS_GRAD"
4090,"06-LT85K","3","Y","02-HS_GRAD","02-HS_GRAD"
4342,"01-LT25K","1","Y","02-HS_GRAD","01-HS_DNF"
3307,"02-LT35K","3","Y","05-BACC","01-HS_DNF"
2344,"01-LT25K","1","Y","03-SOMECOL","02-HS_GRAD"
3036,"02-LT35K","3","Y","02-HS_GRAD","06-MASTER"
1986,"03-LT45K","3","Y","02-HS_GRAD","03-SOMECOL"
1234,"01-LT25K","3","Y","03-SOMECOL","05-BACC"
5323,"06-LT85K","3","Y","02-HS_GRAD","00-UNKNOWN"
3762,"01-LT25K","1","Y","03-SOMECOL","03-SOMECOL"
6754,"03-LT45K","3","Y","02-HS_GRAD","02-HS_GRAD"
1828,"02-LT35K","1","Y","05-BACC","06-MASTER"
1910,"03-LT45K","3","Y","03-SOMECOL","02-HS_GRAD"
8738,"03-LT45K","1","N","04-ASSOC","00-UNKNOWN"
8394,"05-LT70K","3","Y","02-HS_GRAD","01-HS_DNF"
7240,"03-LT45K","2","Y","02-HS_GRAD","02-HS_GRAD"
1764,"06-LT85K","2","Y","03-SOMECOL","04-ASSOC"
8927,"04-LT55K","3","Y","01-HS_DNF","04-ASSOC"
9307,"01-LT25K","1","Y","00-UNKNOWN","00-UNKNOWN"
4153,"04-LT55K","3","Y","04-ASSOC","00-UNKNOWN"
5147,"02-LT35K","3","Y","01-HS_DNF","01-HS_DNF"
9136,"04-LT55K","3","Y","02-HS_GRAD","02-HS_GRAD"
1240,"06-LT85K","2","Y","02-HS_GRAD","02-HS_GRAD"
4975,"05-LT70K","3","Y","06-MASTER","03-SOMECOL"
9525,NA,"1","Y",NA,NA
1890,"03-LT45K","3","Y","02-HS_GRAD","02-HS_GRAD"
7714,NA,NA,"N",NA,NA
3570,"04-LT55K","3","Y","00-UNKNOWN","00-UNKNOWN"
6609,"08-LT120K","1","Y","03-SOMECOL","03-SOMECOL"
9729,"05-LT70K","3","N","03-SOMECOL","03-SOMECOL"
5796,"05-LT70K","3","Y","05-BACC","02-HS_GRAD"
700,NA,NA,"Y","06-MASTER","06-MASTER"
2903,"05-LT70K","3","Y","03-SOMECOL","02-HS_GRAD"
6336,"05-LT70K","3","Y","03-SOMECOL","06-MASTER"
6583,"06-LT85K","3","Y","02-HS_GRAD","06-MASTER"
9196,NA,NA,"Y","04-ASSOC","04-ASSOC"
9814,"02-LT35K","3","Y","04-ASSOC","00-UNKNOWN"
9296,"05-LT70K","3","Y","04-ASSOC","02-HS_GRAD"
4939,"04-LT55K","3","Y","03-SOMECOL","01-HS_DNF"
8470,"05-LT70K","3","Y","02-HS_GRAD","03-SOMECOL"
8764,"02-LT35K","3","Y","00-UNKNOWN","00-UNKNOWN"
8122,"03-LT45K","3","Y","05-BACC","05-BACC"
6403,"01-LT25K","1","Y","02-HS_GRAD","02-HS_GRAD"
7368,"01-LT25K","1","N","00-UNKNOWN","00-UNKNOWN"
6960,"08-LT120K","3","Y","02-HS_GRAD","05-BACC"
414,"01-LT25K","2","Y","03-SOMECOL","02-HS_GRAD"
5868,"03-LT45K","3","Y","01-HS_DNF","02-HS_GRAD"
3281,"06-LT85K","3","Y","02-HS_GRAD","02-HS_GRAD"
4254,"04-LT55K","3","Y","05-BACC","05-BACC"
3064,"03-LT45K","3","Y","02-HS_GRAD","04-ASSOC"
6015,"05-LT70K","3","Y","00-UNKNOWN","01-HS_DNF"
206,"07-LT100K","3","Y","02-HS_GRAD","02-HS_GRAD"
4649,"04-LT55K","3","Y","03-SOMECOL","03-SOMECOL"
4708,"08-LT120K","3","Y","02-HS_GRAD","00-UNKNOWN"
420,"06-LT85K","1","Y","04-ASSOC","07-DOCTOR"
5747,"04-LT55K","3","Y","03-SOMECOL","03-SOMECOL"
1923,"04-LT55K","3","Y","05-BACC","04-ASSOC"
2894,"01-LT25K","1","Y","02-HS_GRAD","06-MASTER"
1184,"01-LT25K","2","Y","07-DOCTOR","06-MASTER"
7543,NA,NA,"Y",NA,NA
8598,NA,NA,"Y",NA,NA
2807,"05-LT70K","3","Y","01-HS_DNF","02-HS_GRAD"
3489,"02-LT35K",NA,"Y","05-BACC","05-BACC"
3943,"03-LT45K","3","Y","02-HS_GRAD","02-HS_GRAD"
4042,"03-LT45K","3","Y","00-UNKNOWN","05-BACC"
7819,"08-LT120K","3","Y","02-HS_GRAD","00-UNKNOWN"
4850,"03-LT45K","3","Y","04-ASSOC","04-ASSOC"
3015,"06-LT85K","3","Y","02-HS_GRAD","02-HS_GRAD"
1045,"06-LT85K","1","Y","05-BACC","05-BACC"
7573,NA,NA,"Y",NA,NA
397,"07-LT100K","1","Y","07-DOCTOR","06-MASTER"
8639,"04-LT55K","3","Y","02-HS_GRAD","02-HS_GRAD"
9025,"07-LT100K","3","Y","02-HS_GRAD","02-HS_GRAD"
5470,"01-LT25K","1","N","00-UNKNOWN","00-UNKNOWN"
9668,"04-LT55K","3","Y","03-SOMECOL","06-MASTER"
9153,"04-LT55K","3","Y","06-MASTER","06-MASTER"
9922,"02-LT35K","3","Y","05-BACC","02-HS_GRAD"
3205,"09-GE120K",NA,"Y","02-HS_GRAD","02-HS_GRAD"
9717,"04-LT55K","3","Y","01-HS_DNF","01-HS_DNF"
2901,"03-LT45K","3","Y","02-HS_GRAD","02-HS_GRAD"
3807,"08-LT120K","2","Y","06-MASTER","02-HS_GRAD"
7460,"02-LT35K","3","Y","00-UNKNOWN","04-ASSOC"
9523,"04-LT55K","3","Y","05-BACC","02-HS_GRAD"
8004,"03-LT45K","3","Y","03-SOMECOL","02-HS_GRAD"
7826,NA,NA,"Y",NA,NA
6274,"04-LT55K","3","Y","02-HS_GRAD","02-HS_GRAD"
3183,"01-LT25K",NA,"Y","05-BACC","05-BACC"
6372,"01-LT25K","2","Y","02-HS_GRAD","03-SOMECOL"
8967,"05-LT70K","3","Y","04-ASSOC","04-ASSOC"
7582,"01-LT25K","3","Y","05-BACC","06-MASTER"
8531,"07-LT100K","3","Y","06-MASTER","01-HS_DNF"
1623,"07-LT100K","3","Y","05-BACC","04-ASSOC"
2138,"03-LT45K","1","Y","00-UNKNOWN","02-HS_GRAD"
199,"09-GE120K","3","Y","02-HS_GRAD","02-HS_GRAD"
8065,"02-LT35K","1","Y","01-HS_DNF","02-HS_GRAD"
5691,"01-LT25K","3","N","01-HS_DNF","01-HS_DNF"
29,"09-GE120K","3","Y","04-ASSOC","03-SOMECOL"
9651,"05-LT70K","2","Y","04-ASSOC","02-HS_GRAD"
1212,"07-LT100K","1","N","03-SOMECOL","02-HS_GRAD"
1055,"05-LT70K","3","Y","06-MASTER","05-BACC"
6906,"07-LT100K","3","Y","02-HS_GRAD","02-HS_GRAD"
6910,"02-LT35K","3","Y","01-HS_DNF","01-HS_DNF"
8154,NA,NA,"Y",NA,NA
5018,"02-LT35K","1","Y","06-MASTER","03-SOMECOL"
5485,"05-LT70K","3","Y","03-SOMECOL","06-MASTER"
7100,"05-LT70K","3","Y","02-HS_GRAD","07-DOCTOR"
9099,"02-LT35K","3","Y","02-HS_GRAD","02-HS_GRAD"
548,"06-LT85K","3","Y","02-HS_GRAD","05-BACC"
6879,"05-LT70K","1","Y","02-HS_GRAD","01-HS_DNF"
8627,"06-LT85K","3","Y","02-HS_GRAD","02-HS_GRAD"
3134,NA,NA,"Y","06-MASTER","06-MASTER"
6095,"06-LT85K","3","Y","06-MASTER","01-HS_DNF"
7475,"03-LT45K","3","Y","04-ASSOC","04-ASSOC"
5672,"03-LT45K","3","Y","01-HS_DNF","02-HS_GRAD"
1280,"08-LT120K","1","N","06-MASTER","05-BACC"
4345,"01-LT25K","3","Y","03-SOMECOL","04-ASSOC"
3278,"09-GE120K","3","Y","03-SOMECOL","02-HS_GRAD"
1496,"02-LT35K","1","Y","05-BACC","06-MASTER"
8614,"08-LT120K","3","Y","02-HS_GRAD","02-HS_GRAD"
5997,"03-LT45K","3","Y","03-SOMECOL","03-SOMECOL"
5654,"04-LT55K","3","Y","02-HS_GRAD","00-UNKNOWN"
4746,NA,NA,"Y",NA,NA
5702,"07-LT100K","3","Y","02-HS_GRAD","02-HS_GRAD"
4068,"03-LT45K","3","Y","02-HS_GRAD","01-HS_DNF"
3318,"02-LT35K","3","Y","05-BACC","05-BACC"
4720,"04-LT55K","3","Y","06-MASTER","03-SOMECOL"
232,"03-LT45K","3","Y","05-BACC","05-BACC"
842,"02-LT35K","3","Y","02-HS_GRAD","05-BACC"
2178,"04-LT55K","3","Y","02-HS_GRAD","02-HS_GRAD"
8264,"07-LT100K","2","Y","03-SOMECOL","03-SOMECOL"
7791,"01-LT25K","3","Y","01-HS_DNF","02-HS_GRAD"
9164,"02-LT35K",NA,"Y","02-HS_GRAD","02-HS_GRAD"
7406,"02-LT35K","2","Y","03-SOMECOL","00-UNKNOWN"
5832,"02-LT35K","1","Y","04-ASSOC","03-SOMECOL"
7626,"02-LT35K","3","Y","02-HS_GRAD","03-SOMECOL"
9066,"04-LT55K","3","Y","02-HS_GRAD","04-ASSOC"
5600,"05-LT70K","3","Y","03-SOMECOL","03-SOMECOL"
4953,"09-GE120K","3","Y","06-MASTER","02-HS_GRAD"
5938,"06-LT85K","3","Y","03-SOMECOL","05-BACC"
1229,"05-LT70K","2","N","01-HS_DNF","01-HS_DNF"
3772,"04-LT55K","3","Y","05-BACC","00-UNKNOWN"
2313,"05-LT70K",NA,"Y","04-ASSOC","04-ASSOC"
6707,"04-LT55K","3","N","01-HS_DNF","02-HS_GRAD"
7314,"03-LT45K","2","Y","02-HS_GRAD","02-HS_GRAD"
2101,"05-LT70K","3","Y","03-SOMECOL","03-SOMECOL"
4569,"03-LT45K","3","Y","05-BACC","02-HS_GRAD"
5072,"05-LT70K","2","Y","03-SOMECOL","04-ASSOC"
2727,"02-LT35K","3","Y","01-HS_DNF","01-HS_DNF"
4701,"07-LT100K","3","Y","03-SOMECOL","02-HS_GRAD"
4821,"04-LT55K","2","Y","01-HS_DNF","01-HS_DNF"
6353,"04-LT55K","1","Y","06-MASTER","06-MASTER"
7706,"08-LT120K","2","Y","03-SOMECOL","03-SOMECOL"
4002,"04-LT55K","3","Y","03-SOMECOL","03-SOMECOL"
2080,"03-LT45K","1","Y","00-UNKNOWN","00-UNKNOWN"
1454,"07-LT100K","3","Y","02-HS_GRAD","00-UNKNOWN"
1873,"01-LT25K","2","Y","05-BACC","05-BACC"
485,"08-LT120K","3","Y","04-ASSOC","03-SOMECOL"
8327,"05-LT70K","3","Y","00-UNKNOWN","00-UNKNOWN"
7486,"06-LT85K","1","Y","00-UNKNOWN","00-UNKNOWN"
4179,"05-LT70K","3","N","01-HS_DNF","01-HS_DNF"
7628,"01-LT25K","3","Y","00-UNKNOWN","07-DOCTOR"
6488,"01-LT25K","1","Y","06-MASTER","06-MASTER"
9892,NA,NA,"Y",NA,NA
2336,"03-LT45K","3","Y","06-MASTER","06-MASTER"
7482,"06-LT85K","3","Y","02-HS_GRAD","02-HS_GRAD"
632,"02-LT35K","2","Y","03-SOMECOL","02-HS_GRAD"
6750,"05-LT70K",NA,"Y","01-HS_DNF","00-UNKNOWN"
8437,"04-LT55K","3","Y","06-MASTER","02-HS_GRAD"
602,"04-LT55K","3","Y","00-UNKNOWN","00-UNKNOWN"
4104,"03-LT45K","1","Y","05-BACC","05-BACC"
7863,"08-LT120K","3","Y","04-ASSOC","02-HS_GRAD"
2674,"06-LT85K","2","Y","04-ASSOC","02-HS_GRAD"
754,"06-LT85K","3","Y","04-ASSOC","01-HS_DNF"
3723,"04-LT55K",NA,"Y","02-HS_GRAD","02-HS_GRAD"
8094,"03-LT45K","3","Y","05-BACC","01-HS_DNF"
6108,"04-LT55K","3","Y","03-SOMECOL","02-HS_GRAD"
5133,"05-LT70K","3","Y","01-HS_DNF","00-UNKNOWN"
3845,"03-LT45K","3","N","03-SOMECOL","03-SOMECOL"
208,"04-LT55K","3","Y","02-HS_GRAD","04-ASSOC"
8786,"05-LT70K","3","Y","04-ASSOC","02-HS_GRAD"
5081,"02-LT35K","2","Y","04-ASSOC","06-MASTER"
6614,"07-LT100K","3","Y","04-ASSOC","02-HS_GRAD"
6459,"04-LT55K","3","Y","05-BACC","06-MASTER"
6011,"02-LT35K","1","Y","02-HS_GRAD","03-SOMECOL"
